Session_Idx,Headstage,Condition,SR,R2,R2_drive,|Real|,|Imag|,N_mask_pts,SR_null_mean,SR_null_std,R2_drive_null_mean,R2_drive_null_std,|Real|_null_mean,|Imag|_null_mean
5,hs0,Playback,0.8435465889665165,0.24020062034954992,0.00028405663290087535,0.019167282751331685,0.06671132134519438,106676,0.645271804260883,0.10013437939682066,9.556964478086849e-05,4.339227377918169e-05,0.05637844572039331,0.0341352508341669
6,hs1,Tracking,0.922429328686776,0.13276655196102072,0.0003689411527827424,0.01463018810358333,0.09808770132947768,148301,0.6478518521746698,0.08534883642908872,0.0001078933410303351,3.5185100321630685e-05,0.05589117634485903,0.03644601886110579
6,hs1,Playback,0.8604307585519242,0.3473974667221429,0.0009412133233424047,0.027596028252450933,0.13606854794024364,125691,0.6326048707683836,0.08521253280377605,0.00010606054410305376,4.126852472682673e-05,0.05679599864255125,0.03167519285497256
7,hs1,Tracking,0.8138250061187787,0.1986212920791416,0.0020276945099549915,0.062056199257498695,0.13713080265812883,147082,0.624641578204349,0.0889494381132255,0.00010109919213664886,3.973926687076126e-05,0.05085499128031773,0.02802286463850459
7,hs1,Playback,0.8029055757834668,0.20654893950665942,0.00013809036872280966,0.030124723778332956,0.047146447666143544,127858,0.641500110642961,0.08565905238041756,0.00012059184660130451,4.376471098604501e-05,0.05340911683818708,0.031378540019971465
8,hs1,Tracking,0.7530910297826391,0.24039194535755892,0.0026578694639332046,0.111273200067754,0.15823037439948506,94811,0.6412924218330665,0.08852635533486296,0.0001471032291462182,5.806638564566113e-05,0.052343360996109985,0.031791955898873875
8,hs1,Playback,0.8927366279796288,0.18824490031049101,0.00046514583656132036,0.04785334804379301,0.10401243283221935,126947,0.6282661779388531,0.0863606917992862,8.905808531039173e-05,3.5619138112557936e-05,0.046735906838720524,0.027529577147678896
9,hs1,Tracking,0.8228827470160145,0.3355006831379934,0.002829940337681802,0.061140432627654735,0.15972460737488745,96465,0.6372413473860882,0.09991130507178289,0.00011600724288131859,6.175512588720562e-05,0.05227864096978333,0.031043220334008578
9,hs1,Playback,0.7987160100500457,0.13585164584086584,0.0005037075168092819,0.05456805931696118,0.12577440040141005,141305,0.6433703337205152,0.07956155371399555,6.523302556661003e-05,3.328168401902731e-05,0.054086872568529065,0.031901424098238935
10,hs1,Tracking,0.8209947475881917,0.15425822042374737,0.005001012582468989,0.024110004118790284,0.2625553562237577,127868,0.6554192371173871,0.09227402167625448,0.00013676348505843648,4.7275824516754965e-05,0.050032076898034496,0.03337845491984871
10,hs1,Playback,0.9579013105168152,0.07481286701483747,0.0013208474536873238,0.034002843458711594,0.1653044213463267,140199,0.6415068115873355,0.0797028977914342,0.00010525188325695378,4.469428335300733e-05,0.04828319660568752,0.0283892794815648
11,hs1,Tracking,0.6657174175163302,0.32233459964054534,0.0021327803451534066,0.15239060452733183,0.11584908888980365,95912,0.6453312412804003,0.07891710433046085,0.00018709138117422474,7.993071549543361e-05,0.056192746272622045,0.03483417209033547
11,hs1,Playback,0.9037460748439514,0.11151980277397133,0.0004240944011381087,0.049558207454278046,0.12280778116691556,110909,0.6333112885278385,0.07839801179476483,0.00013421331056414298,6.0109499583697324e-05,0.06264264081703963,0.03494943796399374
12,hs1,Tracking,0.8848189230022775,0.2616270704513709,0.008972249085996697,0.10494859331316002,0.49440812532300354,100666,0.6497729504804609,0.08485845893773987,7.605133305846223e-05,3.135305852318068e-05,0.048970509260225656,0.031142791997245945
12,hs1,Playback,0.6758034982043843,0.26516781900198316,0.00021170240474144286,0.06727820662670832,0.06606017433350768,75593,0.6453230197940778,0.07917662871792049,9.430734550741504e-05,4.0343363980772046e-05,0.057430548657654776,0.03540685251757106
